Gmt time,Open,High,Low,Close,Volume
01.01.2020 00:00:00.000,0.70137,0.70192,0.70048,0.70182,3360.0701
02.01.2020 00:00:00.000,0.70188,0.70195,0.69782,0.69829,73586.0703
03.01.2020 00:00:00.000,0.69828,0.69862,0.69299,0.69456,85081.8438
04.01.2020 00:00:00.000,0.69456,0.69456,0.69456,0.69456,0
05.01.2020 00:00:00.000,0.69416,0.69445,0.69322,0.69432,6039.6499
06.01.2020 00:00:00.000,0.69432,0.69574,0.69250,0.69364,75450.3672
07.01.2020 00:00:00.000,0.69366,0.69389,0.68498,0.68594,93305.3594
08.01.2020 00:00:00.000,0.68592,0.68851,0.68487,0.68749,114252.4063
09.01.2020 00:00:00.000,0.68749,0.68802,0.68500,0.68529,69627.5078
10.01.2020 00:00:00.000,0.68531,0.69109,0.68505,0.68981,74002.75
11.01.2020 00:00:00.000,0.68981,0.68981,0.68981,0.68981,0
12.01.2020 00:00:00.000,0.68967,0.69054,0.68932,0.68996,3069.71
13.01.2020 00:00:00.000,0.68994,0.69195,0.68943,0.68970,69056.1484
14.01.2020 00:00:00.000,0.68969,0.69094,0.68848,0.68944,77149.6484
15.01.2020 00:00:00.000,0.68943,0.69163,0.68771,0.69069,67071.9766
16.01.2020 00:00:00.000,0.69069,0.69335,0.68875,0.68981,69407.9609
17.01.2020 00:00:00.000,0.68981,0.69108,0.68700,0.68708,63525.7109
18.01.2020 00:00:00.000,0.68708,0.68708,0.68708,0.68708,0
19.01.2020 00:00:00.000,0.68721,0.68826,0.68720,0.68810,2965.6399
20.01.2020 00:00:00.000,0.68810,0.68882,0.68549,0.68752,44273.1406
21.01.2020 00:00:00.000,0.68754,0.68802,0.68418,0.68471,74190.0703
22.01.2020 00:00:00.000,0.68471,0.68559,0.68268,0.68410,68822.2266
23.01.2020 00:00:00.000,0.68410,0.68785,0.68290,0.68482,92885.1172
24.01.2020 00:00:00.000,0.68480,0.68570,0.68172,0.68190,69455.9766
25.01.2020 00:00:00.000,0.68190,0.68190,0.68190,0.68190,0
26.01.2020 00:00:00.000,0.68119,0.68184,0.68007,0.68009,12548.5098
27.01.2020 00:00:00.000,0.68009,0.68168,0.67518,0.67614,81226.0078
28.01.2020 00:00:00.000,0.67614,0.67664,0.67367,0.67636,74707.1797
29.01.2020 00:00:00.000,0.67633,0.67769,0.67349,0.67530,75668.8672
30.01.2020 00:00:00.000,0.67529,0.67531,0.66997,0.67052,93238.1875
31.01.2020 00:00:00.000,0.67051,0.67294,0.66825,0.66850,88098.7813
01.02.2020 00:00:00.000,0.66850,0.66850,0.66850,0.66850,0
02.02.2020 00:00:00.000,0.66834,0.66953,0.66832,0.66924,6874.21
03.02.2020 00:00:00.000,0.66921,0.67067,0.66833,0.66893,86536.2109
04.02.2020 00:00:00.000,0.66893,0.67416,0.66784,0.67307,87668.5078
05.02.2020 00:00:00.000,0.67309,0.67738,0.67234,0.67511,87434.2969
06.02.2020 00:00:00.000,0.67511,0.67648,0.67266,0.67309,68806.2734
07.02.2020 00:00:00.000,0.67310,0.67310,0.66619,0.66707,75967.1797
08.02.2020 00:00:00.000,0.66707,0.66707,0.66707,0.66707,0
09.02.2020 00:00:00.000,0.66647,0.66782,0.66647,0.66696,6469.1899
10.02.2020 00:00:00.000,0.66697,0.67070,0.66676,0.66892,67253.6016
11.02.2020 00:00:00.000,0.66892,0.67363,0.66805,0.67180,59366.5
12.02.2020 00:00:00.000,0.67179,0.67498,0.67065,0.67128,415340.5625
13.02.2020 00:00:00.000,0.67128,0.67449,0.67094,0.67186,578360
14.02.2020 00:00:00.000,0.67186,0.67312,0.67089,0.67105,360170.7188
15.02.2020 00:00:00.000,0.67105,0.67105,0.67105,0.67105,0
16.02.2020 00:00:00.000,0.67197,0.67291,0.67162,0.67252,3583.1101
17.02.2020 00:00:00.000,0.67252,0.67330,0.67065,0.67092,40441.7305
18.02.2020 00:00:00.000,0.67091,0.67093,0.66733,0.66936,64732.4492
19.02.2020 00:00:00.000,0.66935,0.67072,0.66649,0.66805,56295.9883
20.02.2020 00:00:00.000,0.66805,0.66931,0.66099,0.66114,74753.0938
21.02.2020 00:00:00.000,0.66114,0.66385,0.65855,0.66241,76260.4297
22.02.2020 00:00:00.000,0.66241,0.66241,0.66241,0.66241,0
23.02.2020 00:00:00.000,0.65839,0.66085,0.65838,0.66054,6844.4102
24.02.2020 00:00:00.000,0.66054,0.66195,0.65862,0.66103,95242.25
25.02.2020 00:00:00.000,0.66103,0.66221,0.65860,0.66047,97993.3516
26.02.2020 00:00:00.000,0.66046,0.66067,0.65419,0.65464,102199.7031
27.02.2020 00:00:00.000,0.65464,0.65918,0.65430,0.65798,112400.7734
28.02.2020 00:00:00.000,0.65799,0.65850,0.64335,0.65056,183409.2656
29.02.2020 00:00:00.000,0.65056,0.65056,0.65056,0.65056,0
01.03.2020 00:00:00.000,0.64668,0.65247,0.64623,0.65132,8521.2695
02.03.2020 00:00:00.000,0.65131,0.65677,0.64886,0.65487,148996.3438
03.03.2020 00:00:00.000,0.65484,0.66453,0.65093,0.65826,154220.9375
04.03.2020 00:00:00.000,0.65827,0.66291,0.65827,0.66279,97538.6797
05.03.2020 00:00:00.000,0.66279,0.66364,0.65835,0.66156,82669.7266
06.03.2020 00:00:00.000,0.66158,0.66570,0.65847,0.66387,110699.4922
07.03.2020 00:00:00.000,0.66387,0.66387,0.66387,0.66387,0
08.03.2020 00:00:00.000,0.66057,0.66230,0.65935,0.66121,17496.1895
